,name,twitter,party,tweet,tweet_published
17,Sherrod Brown,SenSherrodBrown,Democrat,"I will be joining @GovMikeDeWine's COVID-19 update today by phone to talk about the coronavirus stimulus package. Tune in at 2:00PM via Facebook, YouTube, TV, and more. ",2020-03-28
18,Sherrod Brown,SenSherrodBrown,Democrat,"Tom Coburn was always an advocate for public health. Twenty years ago in the House, he and I teamed up to fight tuberculosis outbreaks in the U.S. and around the world. His strong voice would be especially useful today. My prayers are with his family. ",2020-03-28
19,Sherrod Brown,SenSherrodBrown,Democrat,Americans need paid sick days now. It will help us slow the spread of the virus and stop this crisis from getting even worse. ,2020-03-11
20,Sherrod Brown,SenSherrodBrown,Democrat,Straight from the Trump Administration’s playbook: deflect the blame for their awful pandemic preparedness and scapegoat journalists. Don’t forget – President Trump eliminated the entire White House pandemic team designed to deal with a crisis like this over 700 days ago. ,2020-04-14
21,Sherrod Brown,SenSherrodBrown,Democrat,Imagine how many more Americans would be alive today if @realDonaldTrump acted this quickly when it came to developing a national COVID-19 testing plan. ,2020-05-28
22,Sherrod Brown,SenSherrodBrown,Democrat,"TUNE IN: At 12:25 PM, I'm going Live with my friend @SenBooker. Join us as Cory and I talk through the best ways Congress can help Americans get through this pandemic. ",2020-05-21
23,Sherrod Brown,SenSherrodBrown,Democrat,"Just voted to send more than 15 million in emergency funding to Ohio to combat the coronavirus, with the option for more if outbreaks come to Ohio. President Trump should sign this bill immediately, so we can get Ohio communities the resources they need. ",2020-03-05
24,Sherrod Brown,SenSherrodBrown,Democrat,"Small business owners - I know this pandemic is hitting many of you hard, and I want to hear from you. Tell me about your experiences applying for relief so I can weigh in with the Administration and get you the answers and help you need. ",2020-04-21
25,Sherrod Brown,SenSherrodBrown,Democrat,"Experts tell us 4 out of 5 of the cities hit hardest by coronavirus are in Ohio. I called on @senatemajldr to give our states, cities, and counties the support they need to get through this. His message to them? Go bankrupt.",2020-04-24
26,Sherrod Brown,SenSherrodBrown,Democrat,"Today, #WeRemember the 100,000 Americans and 2,155 Ohioans who have lost their lives to COVID-19. These are our friends and neighbors, our parents and grandparents, our daughters and sons. Please join me in a moment of silence across the nation to honor their memory.",2020-06-01
27,Sherrod Brown,SenSherrodBrown,Democrat,"This year, #WorkersMemorialDay is particularly poignant as we remember the workers who have died after being exposed to COVID-19 on the job. It's a reminder that saying thank you isn't enough when people put their lives at risk. We need to protect ALL workers on the job. ",2020-04-28
28,Sherrod Brown,SenSherrodBrown,Democrat,"The American people should never have to worry that their President will pull their health insurance out from under them, but especially not during a pandemic. The Trump Administration should end its sabotage of the ACA immediately. ",2020-03-23
29,Sherrod Brown,SenSherrodBrown,Democrat,"Few have been as wise, brave, and compassionate throughout this pandemic than Ohio's own Dr. Amy Acton. Without a doubt, her leadership saved countless lives in Ohio. On behalf of a grateful state - thank you for your service, Dr. Acton. ",2020-06-11
30,Sherrod Brown,SenSherrodBrown,Democrat,"Rather than pulling support from our partners, we should be working with them to limit the spread of disease and prevent future outbreaks.",2020-04-15
31,Sherrod Brown,SenSherrodBrown,Democrat,"Just last week, workers warned that Amazon wasn't doing enough to protect them. They were right. All workers – at Amazon and across the country – should be able to take paid sick days if they feel the need to self-quarantine. ",2020-03-25
32,Sherrod Brown,SenSherrodBrown,Democrat,"We should not be putting seniors, people with disabilities, medical workers, and SSA employees at unnecessary risk. Social Security should suspend Continuing Disability Reviews while we combat coronavirus. ",2020-03-18
33,Sherrod Brown,SenSherrodBrown,Democrat,Any military stockpiles of PPE and medical devices not yet distributed should be deployed to communities across the country ASAP. No health care worker should have to ration masks or gowns while those items sit in government storage.,2020-03-21
34,Sherrod Brown,SenSherrodBrown,Democrat,"Today on Facebook Live, I’ll be joined by Minority Leader Emilia Sykes from Ohio’s 34th District to discuss how racial disparities in our healthcare system are being amplified during the coronavirus pandemic. Catch our conversation at 12:45PM. ",2020-04-17
35,Sherrod Brown,SenSherrodBrown,Democrat,The Administration must designate an official responsible for acquiring and developing production of PPE and medical devices necessary to fight the coronavirus pandemic.,2020-03-21
36,Sherrod Brown,SenSherrodBrown,Democrat,"If you have to work during this public health crisis, your paycheck should reflect that. Our plan would give all essential workers up to $25,000 in Pandemic Premium Pay. Anything Congress passes next must take care of the people making this country work. ",2020-04-07
37,Sherrod Brown,SenSherrodBrown,Democrat,Reminder: President Trump and his Republican allies continue to push an even more threatening lawsuit that could take away your health insurance in the middle of a global pandemic. ,2020-04-27
38,Sherrod Brown,SenSherrodBrown,Democrat,"President Trump has spent three and a half years systematically weakening our public health system and making us less prepared for this pandemic. Now he’s removed Dr. Rick Bright for “prioritizing science and safety” – in other words, for doing his job. ",2020-05-05
39,Sherrod Brown,SenSherrodBrown,Democrat,"The Administration should urgently complete a national assessment of the supply and anticipated needs for PPE, ventilators, and other medical supplies, and publish a list of the needs for this equipment to respond to the coronavirus pandemic.",2020-03-21
40,Sherrod Brown,SenSherrodBrown,Democrat,"WATCH: In one minute, Minority Leader Emilia Sykes breaks down why this coronavirus is exacerbating the racial disparities in our healthcare system. I couldn't agree more. You can see our full conversation here: https://www.facebook.com/SenatorSherrodBrown/videos/566909040597897/",2020-04-17
41,Sherrod Brown,SenSherrodBrown,Democrat,Have you signed up for my newsletter? It's the only way to get my coronavirus updates in your inbox. I'll be sending out important information for all Ohioans tomorrow - don't miss it. ,2020-04-01
42,Sherrod Brown,SenSherrodBrown,Democrat,"In this time of crisis, deaf and hard of hearing Americans should have the same access to information about COVID-19 as everyone else. I joined @SenBobCasey &amp; @RepShalala in calling on the White House to include American Sign Language interpreters at all news conferences.",2020-04-25
43,Sherrod Brown,SenSherrodBrown,Democrat,"Today on #NationalNursesDay, we honor the lifesaving work that nurses do when we need care. It's time for us to have their backs. We should be giving all nurses Pandemic Premium Pay and protective equipment as they put their lives on the line to work through this crisis. ",2020-05-06
44,Sherrod Brown,SenSherrodBrown,Democrat,TUNE IN at 12:45PM: I'm giving a live update on housing help for homeowners and renters on Facebook Live. You can catch me every weekday at 12:45PM for my Daily COVID-19 Update. https://www.facebook.com/SenatorSherrodBrown/,2020-04-08
45,Sherrod Brown,SenSherrodBrown,Democrat,Mitch McConnell and Senate Republicans snuck nearly $200 billion in tax giveaways for the wealthy into the coronavirus relief bill. @SenWhitehouse joins me on Facebook Live at 12:45PM to talk about our legislation to undo that giveaway. Tune in! https://www.facebook.com/SenatorSherrodBrown/,2020-04-27
46,Sherrod Brown,SenSherrodBrown,Democrat,Now isn’t the time to let up – please continue to wear a face mask if you can. Connie and I will be wearing face masks whenever we go out in public to protect others and #SlowTheSpread.,2020-05-01
47,Sherrod Brown,SenSherrodBrown,Democrat,Randomly calling out companies is not a plan. We need leadership. I have a plan to mobilize American manufacturing to combat the shortage of personal protective equipment (PPE) and medical equipment and fight the spread of this virus. See below: https://www.brown.senate.gov/newsroom/press/release/brown-releases-plan-to-address-shortage-of-personal-protective-equipment-and-other-critical-medical-supplies-calls-on-president-trump-to-take-immediate-action,2020-03-21
48,Sherrod Brown,SenSherrodBrown,Democrat,Ohio’s mayors and local officials know how to best meet their communities’ needs. The next coronavirus package must include additional dedicated and flexible funding for state and local governments. ,2020-04-17
49,Sherrod Brown,SenSherrodBrown,Democrat,"President Trump continues to attack clean air protections, even during a global respiratory illness pandemic. By the Administration's own analysis two years ago, this rollback will lead to more air pollution deaths across the country. ",2020-03-31
50,Sherrod Brown,SenSherrodBrown,Democrat,We cannot leave behind the millions of Americans who could be facing eviction without #RentReliefNow. I’m introducing a bill that provides $100 billion in emergency rental assistance to help people pay their rent during and after this pandemic.,2020-05-04
51,Sherrod Brown,SenSherrodBrown,Democrat,President Trump has: - fired the White House pandemic response team 2 years ago - sabotaged our health care system - failed to mobilize U.S. manufacturers to get PPE to our frontline - left dozens of key public health positions unfilled - Tried to cut the CDC and now the WHO,2020-04-15
52,Sherrod Brown,SenSherrodBrown,Democrat,"The pressure on family budgets is only going to get worse as we deal with coronavirus. Congress should pass a bill sending every middle class and low-income adult an initial check for at least $1,000 ASAP. We can’t leave the hardest-hit Americans behind.",2020-03-16
53,Sherrod Brown,SenSherrodBrown,Democrat,"As we tackle this pandemic, students and families should not have to worry that they'll go into default on their student loans. Read more here: ",2020-03-19
54,Sherrod Brown,SenSherrodBrown,Democrat,"More of the same from President Trump - trying to divide Americans and incite fear to distract from the fact that he failed to prepare for this crisis. We can't lock out a virus, especially when the President's inaction already allowed it to spread. ",2020-04-21
55,Sherrod Brown,SenSherrodBrown,Democrat,"Kevin Brennan: ""I ask my fellow Americans to take the threat of this virus seriously."" Kevin worked with me in the House for years. Thank you @jkbrennan for standing up for millions of Americans with invisible conditions. -SB",2020-03-13
56,Sherrod Brown,SenSherrodBrown,Democrat,"Awful. Again and again, meatpacking companies fought public health officials over COVID-19 outbreaks. Worker protections are not a “nicety.” That attitude is exactly what’s wrong with corporate America and it's getting workers killed. ",2020-06-12
57,Sherrod Brown,SenSherrodBrown,Democrat,Mitch McConnell has wasted four days in the middle of a pandemic. Now Republican Senators are using procedure to cover for him. @SenatorDurbin is right – enough with the excuses. The Senate should do its job. Watch this exchange.,2020-03-17
58,Sherrod Brown,SenSherrodBrown,Democrat,We need to take care of our workers on the frontlines. I’m calling on the Administration to implement Pandemic Premium Pay of time and a half wages for all hours worked. ,2020-03-31
59,Sherrod Brown,SenSherrodBrown,Democrat,"Who are some of the heroes you know, working on the frontlines to keep us all safe? Tag them here so we can appreciate their work. My plan would give the heroes of this crisis $25,000 in pandemic premium pay – whether they’re on the frontlines in a hospital or a grocery store.",2020-04-09
60,Sherrod Brown,SenSherrodBrown,Democrat,"Before the pandemic, President Trump and his wealthy cabinet members didn’t realize or didn’t care that behind the rosy stock market data, this economy was already broken for millions of workers – and for Black and brown workers, it never worked to begin with. ",2020-06-09
61,Sherrod Brown,SenSherrodBrown,Democrat,"Instead of helping families stay safe, McConnell is pushing through his right-wing protégé for a lifetime court appointment. Justin Walker’s made it clear he WILL do McConnell's bidding and vote to take away Americans’ health care in the middle of a pandemic. #StopWalker",2020-06-17
62,Sherrod Brown,SenSherrodBrown,Democrat,"That’s why I introduced the COVID-19 Racial and Ethnic Disparities Task Force Act, with @SenKamalaHarris - To confront the racial and ethnic disparities of the coronavirus pandemic head on.",2020-05-20
63,Sherrod Brown,SenSherrodBrown,Democrat,"Notice the deficit isn't an issue when Republicans are giving out trillions in tax giveaways to their rich Wall Street friends. But keeping workers and our local communities afloat during a pandemic? Suddenly, they have a problem. ",2020-05-11
64,Sherrod Brown,SenSherrodBrown,Democrat,"Reminder: coronavirus continues to spread. Some businesses reopening does not mean ""business as usual"". Please continue to wear a mask so we can all protect each other, especially the most vulnerable in our society. #InThisTogether",2020-06-15
65,Sherrod Brown,SenSherrodBrown,Democrat,"Without the #ACA, 20 million people who gained quality, comprehensive health insurance would be uninsured. If they contracted the coronavirus and required treatment, multiple doctor’s visits, or even hospitalization, they may be stuck with staggering out of pocket costs.",2020-03-23
66,Sherrod Brown,SenSherrodBrown,Democrat,"Ten years ago today, President Obama signed the #AffordableCareAct into law. Let’s take a moment to think about how the comprehensive, quality health coverage provided by the #ACA is helping us combat the coronavirus.",2020-03-23
67,Maria Cantwell,SenatorCantwell,Democrat,Specialty crop producers are facing significant financial losses as a result of #COVID19. @USDA must consider these needs when providing #CARESAct disaster funding &amp; ensure that specialty crop producers receive assistance commensurate with the losses they are facing.,2020-04-15
68,Maria Cantwell,SenatorCantwell,Democrat,Glad to see the #COVID19 relief package signed into law. This relief is desperately needed &amp; will help our state respond to this crisis. Resources &amp; information on how this bill helps Washingtonians ,2020-03-28
69,Maria Cantwell,SenatorCantwell,Democrat,"Diseases do not respect borders or state lines. For any state to effectively protect their citizens from COVID-19, every state must do so. I joined my colleagues @PattyMurray and @RepKimSchrier to push for a comprehensive national strategy for #COVID19 testing.",2020-04-28
70,Maria Cantwell,SenatorCantwell,Democrat,"The #COVID19 pandemic has spurred a nationwide shortage of donated blood, but @US_FDA continues to enforce a discriminatory donor deferral policy. I urged FDA to update its blood donor policies in favor of ones that are grounded in science &amp; allow all healthy Americans to donate.",2020-03-28
71,Maria Cantwell,SenatorCantwell,Democrat,Today I want to thank all our doctors - particularly those on the front line of this #COVID19 crisis - who are working around the clock &amp; doing everything they can to help keep Washingtonians safe. #NationalDoctorsDay,2020-03-30
72,Maria Cantwell,SenatorCantwell,Democrat,"Last week I joined @RepDelBene to urge the #IRS to extend the tax filing deadline for 6 months, in light of the #COVID19 outbreak. Disruptions in business due to the outbreak present unique challenges to our taxpayers &amp; communities – they need relief. ",2020-03-16
73,Maria Cantwell,SenatorCantwell,Democrat,"We recognize the challenges facing the aviation industry, and we recognize the challenges of facing the #COVID19 disease. We need to listen to our scientists. They will tell us how best to protect workers and how to best protect the public. ",2020-05-07
74,Maria Cantwell,SenatorCantwell,Democrat,Airports in Washington state will receive more than $310 million from the #CARESAct to mitigate impacts from the #COVID19 pandemic. ,2020-04-16
75,Maria Cantwell,SenatorCantwell,Democrat,We must ensure that Americans have access to life-saving blood transfusions in the midst of the #COVID19 outbreak.,2020-03-28
76,Maria Cantwell,SenatorCantwell,Democrat,It is important that local media are able to continue to provide their services during the COVID-19 pandemic so that Americans are able to stay up to date with the latest news and information.,2020-04-24
77,Maria Cantwell,SenatorCantwell,Democrat,Information for Washingtonians about #COVID19 resources &amp; relief available: ,2020-04-27
78,Maria Cantwell,SenatorCantwell,Democrat,"The state of Washington desperately needs this help, and Democrats pushed for more oversight and transparency to make sure we knew where these dollars were being spent. More on how this #COVID19 bill helps Washingtonians here: https://www.cantwell.senate.gov/news/press-releases/cantwell-highlights-benefits-for-washington-state-in-covid-19-relief-package",2020-03-26
79,Maria Cantwell,SenatorCantwell,Democrat,We need to do more to ensure our democracy is prepared to overcome the challenges brought on by the COVID-19 pandemic. Nobody should have to choose between their health and the right to vote. ,2020-04-17
80,Maria Cantwell,SenatorCantwell,Democrat,"I sent a letter urging @USTreasury Secretary Mnuchin &amp; @SBAgov Administrator Carranza to ensure that small businesses with 10 or fewer employees &amp; self-employed individuals get the help they need from #PPP, EIDL loans &amp; other COVID-19 related assistance. ",2020-06-11
81,Maria Cantwell,SenatorCantwell,Democrat,We have a responsibility to protect our elections and ensure that every citizen across our country has a say in their government. That’s why I cosponsored legislation with @SenAmyKlobuchar and @RonWyden to ensure Americans can vote amidst the #COVID19 crisis. ,2020-03-19
82,Maria Cantwell,SenatorCantwell,Democrat,"We know how important mental health treatment and care is for overall wellbeing, and this is certainly true during & after the #COVID19 crisis. I’m proud to have supported the bill that made this possible &amp; worked with providers to help them access funds to expand their programs.",2020-04-30
83,Maria Cantwell,SenatorCantwell,Democrat,Food banks in WA & around the country are on the front lines of the #COVID19 crisis &amp; have been managing increased demand due to the economic ramifications of the outbreak. ,2020-04-11
84,Maria Cantwell,SenatorCantwell,Democrat,This week I urged CMS to grant a waiver that would give our state’s health care system more flexibility to meet the demands of the #COVID19 outbreak and protect Washington state families. ,2020-03-21
85,Maria Cantwell,SenatorCantwell,Democrat,"This #AAPIHeritageMonth we celebrate the contributions of generations of Asian Americans &amp; Pacific Islanders to our nation, and stand with the AAPI community against the hateful spread of anti-Asian sentiment &amp; discrimination on the rise during this pandemic. #AAPIHM",2020-05-26
86,Maria Cantwell,SenatorCantwell,Democrat,Washington state is still facing a lack of #COVID19 testing kits and supplies - including PPE and testing swabs - needed to conduct adequate tests.,2020-04-15
87,Maria Cantwell,SenatorCantwell,Democrat,"Domestic Violence resources: @NDVH 24/7 Helpline: 800-799-7233, 855-812-1001(videophone) or 800-787-3224 (TTY), @StrongHeartsDV Native Helpline 9am-5:30pm M-F: 844-762-8483. @WSCADV COVID-19 domestic violence resource page: https://wscadv.org/news/response-to-coronovirus-resource-round-up/",2020-04-07
88,Maria Cantwell,SenatorCantwell,Democrat,I joined a bipartisan group of my WA colleagues to urge @CMSgov to grant our state’s waiver request to establish a #COVID19 Disaster Relief Fund &amp; help residents access necessary testing &amp; treatment.,2020-04-01
89,Maria Cantwell,SenatorCantwell,Democrat,"Hospitals in my state are already overwhelmed by the #COVID19 crisis. We need more beds, but we also need personnel and equipment to meet the urgent &amp; growing needs of our communities.",2020-03-25
90,Maria Cantwell,SenatorCantwell,Democrat,Today I joined my colleagues in the Washington delegation to urge @FEMA Administrator @FEMA_Pete to provide sufficient medical personnel &amp; equipment as part of any field hospitals or clinics being deployed to Washington for the #COVID19 outbreak. ,2020-03-25
91,Maria Cantwell,SenatorCantwell,Democrat,"Local newspapers, TV & radio have been hit hard by the COVID-19 crisis, are essential for maintaining a well-informed public, &amp; deserve our help. That’s why I joined @SenJohnKennedy, @SenAmyKlobuchar, &amp; @JohnBoozman in urging Senate Leadership to support local media outlets.",2020-04-19
92,Maria Cantwell,SenatorCantwell,Democrat,Public health officials in WA & across the country require a strong testing system to get the information they need to determine when our communities can begin reductions in social distancing efforts without compromising public health.,2020-04-28
93,Maria Cantwell,SenatorCantwell,Democrat,This week I urged President Trump to coordinate & communicate with the businesses and individuals affected by the #COVID19 U.S.-Canadian border closure. ,2020-03-23
94,Maria Cantwell,SenatorCantwell,Democrat,My heart goes out to Washingtonians & all Americans affected by the novel coronavirus. I’m working w/ state &amp; local officials to make sure they have the federal resources they need. For more COVID-19 info: @CDCgov: http://www.cdc.gov/ @WADeptHealth: http://www.doh.wa.gov/Emergencies/Coronavirus,2020-03-01
95,Maria Cantwell,SenatorCantwell,Democrat,#SmallBusiness resources for WA (5/6) - Washington’s Small Business Liaison Team has also put together a comprehensive resource page for small businesses across WA dealing with #COVID19 https://www.business.wa.gov/site/alias__business/1561/covid-19.aspx,2020-03-21
96,Maria Cantwell,SenatorCantwell,Democrat,The challenges of wildland firefighting grow every fire season & high drought levels combined with the impacts of #COVID19 will make the 2020 wildfire season potentially one of the most threatening to date. ,2020-05-09
97,Maria Cantwell,SenatorCantwell,Democrat,"As air travelers gradually return, they must feel confident that they will be safe from the coronavirus. A consistent approach by the aviation sector, guided by federal agencies, is needed to help thwart the spread of #COVID19.",2020-05-18
98,Maria Cantwell,SenatorCantwell,Democrat,I am deeply concerned by the nominee’s involvement in advocating for the deregulation of toxic chemicals known as #PFAS and I also have questions about her potential involvement with the @CDCgov #coronavirus guidance.,2020-05-13
99,Maria Cantwell,SenatorCantwell,Democrat,That’s why I joined a bipartisan group of 74 senators to encourage OMB to work with federal agencies to increase advertising in local newspapers & on broadcast stations to help ensure they are able to continue to operate throughout the #COVID19 pandemic. https://www.cantwell.senate.gov/download/04232020-omb-local-media-support-letter,2020-04-24
100,Maria Cantwell,SenatorCantwell,Democrat,"As air travelers gradually return, they must feel confident that they will be safe from the coronavirus. A consistent approach by the aviation sector, guided by federal agencies, is needed to help thwart the spread of #COVID19. ",2020-05-18
101,Maria Cantwell,SenatorCantwell,Democrat,"Thank you to all the teachers in Washington and across the country who are working tirelessly each day to teach and inspire the next generation, especially in the midst of the COVID-19 pandemic. #NationalTeachersDay #NationalTeacherAppreciationDay",2020-05-05
102,Maria Cantwell,SenatorCantwell,Democrat,"Today I asked the White House Coronavirus Task Force to establish federal guidelines for the aviation sector and traveling public, including contact tracing, cleaning, social distancing, #PPE, &amp; other scientific-based guidance to ensure the safety of workers &amp; passengers.",2020-05-12
103,Maria Cantwell,SenatorCantwell,Democrat,"An estimated 33,000 U.S. news workers have been laid off, furloughed or have had their pay reduced since the arrival of #COVID19.",2020-04-20
104,Maria Cantwell,SenatorCantwell,Democrat,"As the Trump administration responds to the #coronavirus outbreak, they should meaningfully engage with Native communities and Tribal leaders to ensure they have access to #COVID19 resources &amp; up-to-date information regarding the presence of COVID-19 in their communities.",2020-03-18
105,Maria Cantwell,SenatorCantwell,Democrat,"Millions of Americans of all ages struggle with mental health. Mental health services should be easily accessible, especially in the midst of this pandemic. #Time2Act #FundMentalHealth",2020-05-13
106,Maria Cantwell,SenatorCantwell,Democrat,"This is another good step as we continue to fight the #COVID19 crisis, but Congress still has more to do to support workers, small businesses, and critical industries that employ millions of Americans.",2020-03-18
107,Maria Cantwell,SenatorCantwell,Democrat,"This National Public Health Week is a reminder that we must keep working to expand access to affordable #healthcare, including #mentalhealth. This is particularly important in the midst of the #COVID19 pandemic. #NPHW",2020-04-06
108,Maria Cantwell,SenatorCantwell,Democrat,"This week I joined @RepAdamSmith to ask the CEO of the Northwest Detention Center in Tacoma what steps they are taking to plan, mitigate, and respond to any potential #COVID19 outbreak at NWDC, and to assure the health and wellbeing of detained individuals &amp; staff at NWDC.",2020-03-27
109,Maria Cantwell,SenatorCantwell,Democrat,"The COVID crisis has made it crystal clear that functioning broadband is absolutely necessary for every American home. Still, millions of American families still do not have access to this essential service. ",2020-05-13
110,Maria Cantwell,SenatorCantwell,Democrat,Today I spoke on the Senate floor about this #COVID19 relief package. The state of Washington desperately needs this help. People on the front lines of the crisis have already paid such a heavy price. ,2020-03-26
111,Maria Cantwell,SenatorCantwell,Democrat,"The supplemental funding package passed by the Senate yesterday includes $11.5 million for Washington state, which can be used to increase access for public lab testing, help pay for quarantines and sanitizing in public areas, and help to better track the virus &amp; limit exposure.",2020-03-06
112,Maria Cantwell,SenatorCantwell,Democrat,"I urged @AjitPaiFCC to consider what measures the FCC can take to pave the way for connected care between patients &amp; health care professionals, &amp; to facilitate at-home connectivity for students to keep up in class if remote schoolwork becomes necessary due to COVID-19 closures. ",2020-03-09
113,Maria Cantwell,SenatorCantwell,Democrat,"The COVID-19 crisis has shown us how essential local news and information is to us, and today I introduced a bill to help local media during this crisis. Now is not the time to cut newsroom jobs critical to giving the public regional data and news on #COVID19 outbreaks. ",2020-05-14
114,Maria Cantwell,SenatorCantwell,Democrat,"We must try to lessen the economic impacts that our small businesses are feeling as a result of social distancing or shelter-in-place. They’ve been hit hard &amp; are counting on us, so I hope @SBAgov will urgently dispatch the $360 billion in grants &amp; loans in this program.",2020-03-26
115,Maria Cantwell,SenatorCantwell,Democrat,The COVID-19 pandemic has spurred a nationwide shortage of donated blood. In this critical time we must help to ensure Americans have access to life-saving blood transfusions. #WorldBloodDonorDay,2020-06-14
116,Maria Cantwell,SenatorCantwell,Democrat,"It also includes funding to help states deliver meals to seniors stuck at home and continue school lunch programs, because people shouldn’t have to choose between flattening the curve and eating.",2020-03-18
117,Maria Cantwell,SenatorCantwell,Democrat,This week @PattyMurray and I requested updates from the Trump administration on its response to the novel coronavirus outbreak and the steps being taken to keep families safe. We need a robust &amp; scientifically driven response. ,2020-01-29
118,Maria Cantwell,SenatorCantwell,Democrat,"The federal government must issue clear & uniform guidelines to our airlines, airports, and the traveling public on contract tracing, cleaning, social distancing, #PPE &amp; other measures to ensure worker &amp; passenger safety. @Kiro7Seattle on the need for these standards:",2020-05-26
119,Maria Cantwell,SenatorCantwell,Democrat,"There is still more we need to do. My top priority is helping anyone who is sick and everyone working to contain the virus, but I will also keep working with my colleagues to find main street solutions for small businesses, our economy, &amp; everyone impacted by this crisis.",2020-03-14
120,Maria Cantwell,SenatorCantwell,Democrat,Public health needs to be in charge of any exposure notification system so that we protect people’s privacy and help them know when they might have been exposed to #COVID19. ,2020-06-02
121,Maria Cantwell,SenatorCantwell,Democrat,"Ferries are an essential part of everyday life for many Washingtonians. While we stay home to fight #COVID19, we want to make sure this critical piece of our state's infrastructure stays up and running. ",2020-05-14
122,Maria Cantwell,SenatorCantwell,Democrat,"I was on @MSNBC @AllInWithChris last night to talk about what steps we are taking in Washington state to mitigate the coronavirus outbreak, and what other states can be doing to prepare. #COVID19WA #COVID19Seattle",2020-03-10
123,Maria Cantwell,SenatorCantwell,Democrat,#SmallBusiness resources for WA (4/6) - @WSBDC business advisors are providing assistance with @SBAgov disaster loans &amp; free webinars to help small businesses navigate the economic impacts of #COVID19 ,2020-03-21
124,Maria Cantwell,SenatorCantwell,Democrat,"I want to thank everyone on the front lines of the #COVID19 crisis. From our healthcare workers to our educators, from those in our grocery stores to those in our transportation systems, &amp; so many others—thank you for helping us feel safe and get through this pandemic. ",2020-05-27
